synthetic_claim_id,batch_index,seed,s_true,n_cells,successes,failures,s_hat,ci_low,ci_high,ci_contains_s_true,tau,true_tau_class,decision,reporting_status
cal_n10_s095_0008,509,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0009,510,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0010,511,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0011,512,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0012,513,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0013,514,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0014,515,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0015,516,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0016,517,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0017,518,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0018,519,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0019,520,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0020,521,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0021,522,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0022,523,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0023,524,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0024,525,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0025,526,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0026,527,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0027,528,42,0.95,10,7,3,0.7,0.39677814746114537,0.8922087325936989,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0028,529,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0029,530,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0030,531,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0031,532,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0032,533,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0033,534,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0034,535,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0035,536,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0036,537,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0037,538,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0038,539,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0039,540,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0040,541,42,0.95,10,7,3,0.7,0.39677814746114537,0.8922087325936989,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0041,542,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0042,543,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0043,544,42,0.95,10,7,3,0.7,0.39677814746114537,0.8922087325936989,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0044,545,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0045,546,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0046,547,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0047,548,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0048,549,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0049,550,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0050,551,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0051,552,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0052,553,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0053,554,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0054,555,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0055,556,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0056,557,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0057,558,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0058,559,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0059,560,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0060,561,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0061,562,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0062,563,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0063,564,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0064,565,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0065,566,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0066,567,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0067,568,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0068,569,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0069,570,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0070,571,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0071,572,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0072,573,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0073,574,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0074,575,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0075,576,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0076,577,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0077,578,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0078,579,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0079,580,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0080,581,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0081,582,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0082,583,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0083,584,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0084,585,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0085,586,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0086,587,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0087,588,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0088,589,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0089,590,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0090,591,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0091,592,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0092,593,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0093,594,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0094,595,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0095,596,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0096,597,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0097,598,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0098,599,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0099,600,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0100,601,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0101,602,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0102,603,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0103,604,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0104,605,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0105,606,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0106,607,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0107,608,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0108,609,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0109,610,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0110,611,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0111,612,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0112,613,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0113,614,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0114,615,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0115,616,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0116,617,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0117,618,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0118,619,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0119,620,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0120,621,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0121,622,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0122,623,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0123,624,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0124,625,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0125,626,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0126,627,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0127,628,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0128,629,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0129,630,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0130,631,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0131,632,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0132,633,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0133,634,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0134,635,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0135,636,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0136,637,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0137,638,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0138,639,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0139,640,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0140,641,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0141,642,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0142,643,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0143,644,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0144,645,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0145,646,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0146,647,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0147,648,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0148,649,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0149,650,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0150,651,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0151,652,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0152,653,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0153,654,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0154,655,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0155,656,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0156,657,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0157,658,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0158,659,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0159,660,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0160,661,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0161,662,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0162,663,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0163,664,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0164,665,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0165,666,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0166,667,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0167,668,42,0.95,10,7,3,0.7,0.39677814746114537,0.8922087325936989,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0168,669,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0169,670,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0170,671,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0171,672,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0172,673,42,0.95,10,7,3,0.7,0.39677814746114537,0.8922087325936989,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0173,674,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0174,675,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0175,676,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0176,677,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0177,678,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0178,679,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0179,680,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0180,681,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0181,682,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0182,683,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0183,684,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0184,685,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0185,686,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0186,687,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0187,688,42,0.95,10,8,2,0.8,0.49016247153664183,0.9433178485456247,False,0.95,Sustained,unstable,Reversed
cal_n10_s095_0188,689,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0189,690,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0190,691,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0191,692,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0192,693,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0193,694,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0194,695,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0195,696,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0196,697,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0197,698,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0198,699,42,0.95,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s095_0199,700,42,0.95,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0000,701,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0001,702,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0002,703,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0003,704,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0004,705,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0005,706,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0006,707,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0007,708,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0008,709,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0009,710,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0010,711,42,0.99,10,9,1,0.9,0.5958499732047616,0.982123786904927,False,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0011,712,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0012,713,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
cal_n10_s099_0013,714,42,0.99,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,Sustained,inconclusive,Unresolved
